LIB,VER,Z,SYM,A,M,MF,MT,LIBORIG,VERORIG
JEFF,3.2,50,Sn,113,g,14,78,ENDFB,7.1
JEFF,3.2,53,I,126,g,40,106,JEFF,3.2
JEFF,3.2,53,I,127,g,3,105,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,79,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,751,JEFF,3.1
JEFF,3.2,58,Ce,141,g,3,91,ENDFB,7.0
JEFF,3.2,58,Ce,144,g,3,52,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,53,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,108,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,107,JEFF,3.2
JEFF,3.2,53,I,129,g,3,752,JEFF,3.1
JEFF,3.2,59,Pr,142,g,3,91,JEFF,3.0
JEFF,3.2,53,I,126,g,40,115,JEFF,3.2
JEFF,3.2,58,Ce,142,g,4,91,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,81,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,102,JEFF,3.1.2
JEFF,3.2,58,Ce,144,g,3,91,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,111,JEFF,3.2
JEFF,3.2,53,I,127,g,3,106,JEFF,3.1
JEFF,3.2,58,Ce,142,g,5,16,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,54,JEFF,3.2
JEFF,3.2,59,Pr,142,g,3,102,JEFF,3.0
JEFF,3.2,53,I,126,g,40,117,JEFF,3.2
JEFF,3.2,56,Ba,139,g,1,451,JEFF,3.2
JEFF,3.2,53,I,129,g,3,753,JEFF,3.1
JEFF,3.2,53,I,128,g,33,91,JEFF,3.2
JEFF,3.2,59,Pr,142,g,3,103,JEFF,3.0
JEFF,3.2,56,Ba,133,g,3,115,JEFF,3.2
JEFF,3.2,53,I,129,g,3,754,JEFF,3.1
JEFF,3.2,58,Ce,141,g,3,103,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,112,JEFF,3.2
JEFF,3.2,58,Ce,142,g,5,17,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,111,JEFF,3.1
JEFF,3.2,53,I,127,g,3,107,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,601,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,82,ENDFB,7.1
JEFF,3.2,58,Ce,144,g,3,103,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,2,151,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,104,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,755,JEFF,3.1
JEFF,3.2,59,Pr,142,g,3,104,JEFF,3.0
JEFF,3.2,58,Ce,142,g,5,22,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,602,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,102,JEFF,3.2
JEFF,3.2,53,I,127,g,3,112,JEFF,3.1
JEFF,3.2,56,Ba,133,g,3,116,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,1,JEFF,3.2
JEFF,3.2,53,I,129,g,3,756,JEFF,3.1
JEFF,3.2,58,Ce,142,g,5,28,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,105,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,115,JEFF,3.1
JEFF,3.2,58,Ce,144,g,3,104,ENDFB,7.0
JEFF,3.2,59,Pr,142,g,3,105,JEFF,3.0
JEFF,3.2,58,Ce,141,g,3,106,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,103,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,102,JEFF,3.1.2
JEFF,3.2,56,Ba,133,g,3,117,JEFF,3.2
JEFF,3.2,53,I,129,g,3,757,JEFF,3.1
JEFF,3.2,53,I,127,g,3,116,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,2,JEFF,3.2
JEFF,3.2,58,Ce,144,g,3,105,ENDFB,7.0
JEFF,3.2,59,Pr,142,g,3,106,JEFF,3.0
JEFF,3.2,58,Ce,142,g,5,32,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,104,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,3,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,603,ENDFB,7.1
JEFF,3.2,58,Ce,142,g,5,33,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,107,ENDFB,7.0
JEFF,3.2,58,Ce,144,g,3,107,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,758,JEFF,3.1
JEFF,3.2,53,I,127,g,3,117,JEFF,3.1
JEFF,3.2,59,Pr,142,g,3,107,JEFF,3.0
JEFF,3.2,58,Ce,144,g,3,102,JEFF,3.1.2
JEFF,3.2,50,Sn,113,g,14,605,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,604,ENDFB,7.1
JEFF,3.2,56,Ba,139,g,3,4,JEFF,3.2
JEFF,3.2,53,I,127,g,3,601,JEFF,3.1
JEFF,3.2,58,Ce,141,g,4,2,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,759,JEFF,3.1
JEFF,3.2,58,Ce,144,g,4,2,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,105,JEFF,3.2
JEFF,3.2,56,Ba,133,g,4,2,JEFF,3.2
JEFF,3.2,58,Ce,142,g,5,91,ENDFB,7.0
JEFF,3.2,59,Pr,142,g,3,111,JEFF,3.0
JEFF,3.2,58,Ce,141,g,4,16,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,106,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,5,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,11,JEFF,3.2
JEFF,3.2,53,I,127,g,3,602,JEFF,3.1
JEFF,3.2,56,Ba,133,g,4,51,JEFF,3.2
JEFF,3.2,53,I,129,g,3,761,JEFF,3.1
JEFF,3.2,58,Ce,144,g,4,16,ENDFB,7.0
JEFF,3.2,59,Pr,142,g,4,2,JEFF,3.0
JEFF,3.2,58,Ce,141,g,4,17,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,107,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,606,ENDFB,7.1
JEFF,3.2,59,Pr,142,g,4,91,JEFF,3.0
JEFF,3.2,58,Ce,144,g,4,17,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,6,102,JEFF,3.1.2
JEFF,3.2,53,I,127,g,3,603,JEFF,3.1
JEFF,3.2,53,I,129,g,3,762,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,608,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,607,ENDFB,7.1
JEFF,3.2,53,I,128,g,33,112,JEFF,3.2
JEFF,3.2,53,I,128,g,33,115,JEFF,3.2
JEFF,3.2,58,Ce,144,g,4,22,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,4,22,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,52,JEFF,3.2
JEFF,3.2,53,I,129,g,3,763,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,16,JEFF,3.2
JEFF,3.2,53,I,127,g,3,604,JEFF,3.1
JEFF,3.2,56,Ba,133,g,4,53,JEFF,3.2
JEFF,3.2,59,Pr,142,g,5,91,JEFF,3.0
JEFF,3.2,53,I,129,g,3,764,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,17,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,28,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,116,JEFF,3.2
JEFF,3.2,58,Ce,144,g,4,28,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,605,JEFF,3.1
JEFF,3.2,53,I,129,g,3,765,JEFF,3.1
JEFF,3.2,53,I,128,g,33,117,JEFF,3.2
JEFF,3.2,58,Ce,144,g,4,32,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,609,ENDFB,7.1
JEFF,3.2,58,Ce,141,g,4,51,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,54,JEFF,3.2
JEFF,3.2,56,Ba,133,g,4,55,JEFF,3.2
JEFF,3.2,53,I,127,g,3,606,JEFF,3.1
JEFF,3.2,58,Ce,144,g,4,33,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,3,22,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,25,JEFF,3.2
JEFF,3.2,53,I,129,g,3,799,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,24,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,52,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,607,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,613,ENDFB,7.0
JEFF,3.2,53,I,128,g,34,2,JEFF,3.2
JEFF,3.2,56,Ba,133,g,4,56,JEFF,3.2
JEFF,3.2,53,I,128,g,40,11,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,53,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,608,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,614,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,801,JEFF,3.1
JEFF,3.2,56,Ba,133,g,4,57,JEFF,3.2
JEFF,3.2,58,Ce,143,g,3,11,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,54,ENDFB,7.0
JEFF,3.2,58,Ce,144,g,4,51,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,3,28,JEFF,3.2
JEFF,3.2,53,I,128,g,40,22,JEFF,3.2
JEFF,3.2,53,I,129,g,3,802,JEFF,3.1
JEFF,3.2,53,I,127,g,3,609,JEFF,3.1
JEFF,3.2,58,Ce,144,g,4,52,ENDFB,7.0
JEFF,3.2,60,Nd,144,g,14,74,ENDFB,7.0
JEFF,3.2,53,I,128,g,40,25,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,55,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,611,JEFF,3.1
JEFF,3.2,56,Ba,133,g,4,58,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,32,JEFF,3.2
JEFF,3.2,53,I,129,g,3,803,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,616,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,615,ENDFB,7.1
JEFF,3.2,56,Ba,133,g,4,59,JEFF,3.2
JEFF,3.2,58,Ce,144,g,4,91,ENDFB,7.0
JEFF,3.2,53,I,128,g,40,28,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,56,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,804,JEFF,3.1
JEFF,3.2,53,I,127,g,3,612,JEFF,3.1
JEFF,3.2,58,Ce,144,g,5,16,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,61,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,34,JEFF,3.2
JEFF,3.2,56,Ba,133,g,12,69,TENDL,2009
JEFF,3.2,58,Ce,144,g,5,17,ENDFB,7.0
JEFF,3.2,53,I,128,g,40,33,JEFF,3.2
JEFF,3.2,53,I,127,g,3,613,JEFF,3.1
JEFF,3.2,53,I,129,g,3,805,JEFF,3.1
JEFF,3.2,58,Ce,141,g,4,57,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,62,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,37,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,617,ENDFB,7.1
JEFF,3.2,53,I,128,g,40,42,JEFF,3.2
JEFF,3.2,58,Ce,144,g,5,22,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,4,58,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,849,JEFF,3.1
JEFF,3.2,53,I,127,g,3,614,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,619,ENDFB,7.0
JEFF,3.2,58,Ce,144,g,5,28,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,618,ENDFB,7.1
JEFF,3.2,56,Ba,133,g,4,63,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,42,JEFF,3.2
JEFF,3.2,53,I,128,g,40,45,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,59,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,621,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,615,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,41,JEFF,3.2
JEFF,3.2,53,I,128,g,40,104,JEFF,3.2
JEFF,3.2,56,Ba,133,g,4,64,JEFF,3.2
JEFF,3.2,58,Ce,144,g,5,32,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,649,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,44,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,61,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,65,JEFF,3.2
JEFF,3.2,58,Ce,144,g,5,33,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,651,JEFF,3.1
JEFF,3.2,53,I,129,g,6,11,JEFF,3.1.2
JEFF,3.2,56,Ba,139,g,3,45,JEFF,3.2
JEFF,3.2,53,I,129,g,4,2,JEFF,3.1
JEFF,3.2,53,I,128,g,40,106,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,62,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,66,JEFF,3.2
JEFF,3.2,53,I,129,g,6,16,JEFF,3.1.1
JEFF,3.2,53,I,127,g,3,652,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,622,ENDFB,7.1
JEFF,3.2,53,I,128,g,40,115,JEFF,3.2
JEFF,3.2,58,Ce,141,g,4,63,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,68,JEFF,3.2
JEFF,3.2,58,Ce,144,g,5,91,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,624,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,67,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,623,ENDFB,7.1
JEFF,3.2,58,Ce,141,g,4,64,ENDFB,7.0
JEFF,3.2,53,I,129,g,6,17,JEFF,3.1.1
JEFF,3.2,53,I,127,g,3,653,JEFF,3.1
JEFF,3.2,53,I,128,g,40,117,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,51,JEFF,3.2
JEFF,3.2,56,Ba,133,g,4,71,JEFF,3.2
JEFF,3.2,53,I,127,g,3,654,JEFF,3.1
JEFF,3.2,58,Ce,141,g,4,91,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,626,ENDFB,7.0
JEFF,3.2,53,I,129,g,6,22,JEFF,3.1.1
JEFF,3.2,56,Ba,133,g,4,69,JEFF,3.2
JEFF,3.2,58,Ce,144,g,6,102,JEFF,3.1.2
JEFF,3.2,50,Sn,113,g,14,625,ENDFB,7.1
JEFF,3.2,56,Ba,139,g,3,52,JEFF,3.2
JEFF,3.2,53,I,129,g,6,24,JEFF,3.1.1
JEFF,3.2,56,Ba,133,g,4,72,JEFF,3.2
JEFF,3.2,58,Ce,141,g,5,16,ENDFB,7.0
JEFF,3.2,53,I,129,g,6,25,JEFF,3.1.1
JEFF,3.2,53,I,127,g,3,656,JEFF,3.1
JEFF,3.2,58,Ce,141,g,5,17,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,627,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,3,53,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,628,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,657,JEFF,3.1
JEFF,3.2,56,Ba,133,g,4,73,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,54,JEFF,3.2
JEFF,3.2,58,Ce,141,g,5,22,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,658,JEFF,3.1
JEFF,3.2,53,I,129,g,6,28,JEFF,3.1.1
JEFF,3.2,56,Ba,133,g,4,74,JEFF,3.2
JEFF,3.2,53,I,129,g,6,32,JEFF,3.1.1
JEFF,3.2,58,Ce,141,g,5,28,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,3,55,JEFF,3.2
JEFF,3.2,53,I,127,g,3,659,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,631,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,75,JEFF,3.2
JEFF,3.2,56,Ba,133,g,4,76,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,56,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,629,ENDFB,7.1
JEFF,3.2,58,Ce,141,g,5,91,ENDFB,7.0
JEFF,3.2,53,I,129,g,6,34,JEFF,3.1.1
JEFF,3.2,50,Sn,113,g,14,632,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,4,77,JEFF,3.2
JEFF,3.2,53,I,127,g,3,661,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,57,JEFF,3.2
JEFF,3.2,53,I,127,g,3,662,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,58,JEFF,3.2
JEFF,3.2,56,Ba,139,g,4,71,JEFF,3.2
JEFF,3.2,53,I,129,g,6,33,JEFF,3.1.2
JEFF,3.2,53,I,129,g,6,37,JEFF,3.1.1
JEFF,3.2,56,Ba,139,g,3,59,JEFF,3.2
JEFF,3.2,56,Ba,133,g,4,78,JEFF,3.2
JEFF,3.2,58,Ce,141,g,6,102,JEFF,3.1.2
JEFF,3.2,53,I,127,g,3,663,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,634,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,633,ENDFB,7.1
JEFF,3.2,56,Ba,133,g,4,79,JEFF,3.2
JEFF,3.2,53,I,129,g,6,41,JEFF,3.1.1
JEFF,3.2,56,Ba,139,g,3,61,JEFF,3.2
JEFF,3.2,53,I,127,g,3,664,JEFF,3.1
JEFF,3.2,53,I,127,g,3,665,JEFF,3.1
JEFF,3.2,53,I,129,g,6,44,JEFF,3.1.1
JEFF,3.2,57,La,138,g,3,3,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,62,JEFF,3.2
JEFF,3.2,57,La,138,g,3,11,JEFF,3.2
JEFF,3.2,53,I,129,g,6,42,JEFF,3.1.2
JEFF,3.2,50,Sn,113,g,14,635,ENDFB,7.1
JEFF,3.2,50,Sn,113,g,14,637,ENDFB,7.0
JEFF,3.2,57,La,138,g,2,151,JEFF,3.2
JEFF,3.2,53,I,129,g,6,45,JEFF,3.1.1
JEFF,3.2,53,I,127,g,3,699,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,63,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,636,ENDFB,7.1
JEFF,3.2,57,La,138,g,3,5,JEFF,3.2
JEFF,3.2,57,La,138,g,3,1,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,64,JEFF,3.2
JEFF,3.2,56,Ba,133,g,6,5,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,638,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,701,JEFF,3.1
JEFF,3.2,56,Ba,133,g,6,11,JEFF,3.2
JEFF,3.2,53,I,129,g,6,51,JEFF,3.1.1
JEFF,3.2,50,Sn,113,g,14,639,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,3,65,JEFF,3.2
JEFF,3.2,57,La,138,g,3,2,JEFF,3.2
JEFF,3.2,53,I,127,g,3,702,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,66,JEFF,3.2
JEFF,3.2,53,I,129,g,6,52,JEFF,3.1.1
JEFF,3.2,57,La,138,g,3,4,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,801,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,703,JEFF,3.1
JEFF,3.2,59,Pr,141,g,4,602,ENDFB,7.0
JEFF,3.2,53,I,129,g,6,53,JEFF,3.1.1
JEFF,3.2,56,Ba,139,g,3,67,JEFF,3.2
JEFF,3.2,59,Pr,143,g,2,151,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,704,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,802,ENDFB,7.0
JEFF,3.2,59,Pr,143,g,3,1,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,3,68,JEFF,3.2
JEFF,3.2,57,La,138,g,3,24,JEFF,3.2
JEFF,3.2,53,I,129,g,6,54,JEFF,3.1.1
JEFF,3.2,53,I,127,g,3,705,JEFF,3.1
JEFF,3.2,57,La,138,g,3,25,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,71,JEFF,3.2
JEFF,3.2,59,Pr,143,g,3,2,ENDFB,7.0
JEFF,3.2,53,I,129,g,6,55,JEFF,3.1.1
JEFF,3.2,56,Ba,133,g,6,17,JEFF,3.2
JEFF,3.2,57,La,138,g,3,16,JEFF,3.2
JEFF,3.2,56,Ba,133,g,6,16,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,69,JEFF,3.2
JEFF,3.2,53,I,127,g,3,706,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,72,JEFF,3.2
JEFF,3.2,57,La,138,g,3,17,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,804,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,707,JEFF,3.1
JEFF,3.2,57,La,138,g,3,29,JEFF,3.2
JEFF,3.2,59,Pr,143,g,1,451,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,803,ENDFB,7.1
JEFF,3.2,53,I,129,g,6,56,JEFF,3.1.1
JEFF,3.2,56,Ba,133,g,6,25,JEFF,3.2
JEFF,3.2,59,Pr,143,g,3,4,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,6,24,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,73,JEFF,3.2
JEFF,3.2,59,Pr,143,g,3,16,ENDFB,7.0
JEFF,3.2,53,I,129,g,6,57,JEFF,3.1.1
JEFF,3.2,56,Ba,133,g,6,22,JEFF,3.2
JEFF,3.2,53,I,127,g,3,708,JEFF,3.1
JEFF,3.2,56,Ba,139,g,3,74,JEFF,3.2
JEFF,3.2,53,I,127,g,3,709,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,805,ENDFB,7.1
JEFF,3.2,53,I,129,g,6,58,JEFF,3.1.1
JEFF,3.2,59,Pr,143,g,3,17,ENDFB,7.0
JEFF,3.2,58,Ce,136,g,1,451,JEFF,3.2
JEFF,3.2,56,Ba,133,g,6,29,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,75,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,806,ENDFB,7.1
JEFF,3.2,53,I,129,g,6,59,JEFF,3.1.1
JEFF,3.2,56,Ba,133,g,6,28,JEFF,3.2
JEFF,3.2,57,La,138,g,3,34,JEFF,3.2
JEFF,3.2,59,Pr,143,g,3,22,ENDFB,7.0
JEFF,3.2,57,La,138,g,3,28,JEFF,3.2
JEFF,3.2,58,Ce,136,g,2,151,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,807,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,3,76,JEFF,3.2
JEFF,3.2,53,I,127,g,3,711,JEFF,3.1
JEFF,3.2,58,Ce,136,g,3,1,JEFF,3.2
JEFF,3.2,63,Eu,151,g,14,53,JEFF,3.0
JEFF,3.2,50,Sn,113,g,14,808,ENDFB,7.0
JEFF,3.2,60,Nd,142,g,2,151,JEFF,3.0
JEFF,3.2,53,I,127,g,3,712,JEFF,3.1
JEFF,3.2,59,Pr,143,g,3,28,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,6,32,JEFF,3.2
JEFF,3.2,58,Ce,136,g,3,2,JEFF,3.2
JEFF,3.2,53,I,129,g,6,61,JEFF,3.1.1
JEFF,3.2,57,La,138,g,3,37,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,77,JEFF,3.2
JEFF,3.2,57,La,138,g,3,32,JEFF,3.2
JEFF,3.2,53,I,129,g,6,62,JEFF,3.1.1
JEFF,3.2,58,Ce,136,g,3,3,JEFF,3.2
JEFF,3.2,60,Nd,142,g,3,1,JEFF,3.0
JEFF,3.2,59,Pr,143,g,3,32,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,6,33,JEFF,3.2
JEFF,3.2,53,I,127,g,3,713,JEFF,3.1
JEFF,3.2,56,Ba,133,g,6,34,JEFF,3.2
JEFF,3.2,60,Nd,142,g,3,2,JEFF,3.0
JEFF,3.2,56,Ba,139,g,3,78,JEFF,3.2
JEFF,3.2,53,I,127,g,3,714,JEFF,3.1
JEFF,3.2,57,La,138,g,3,42,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,809,ENDFB,7.1
JEFF,3.2,53,I,129,g,6,63,JEFF,3.1.1
JEFF,3.2,59,Pr,143,g,3,33,ENDFB,7.0
JEFF,3.2,60,Nd,142,g,3,4,JEFF,3.0
JEFF,3.2,57,La,138,g,3,41,JEFF,3.2
JEFF,3.2,58,Ce,136,g,3,4,JEFF,3.2
JEFF,3.2,56,Ba,133,g,6,37,JEFF,3.2
JEFF,3.2,57,La,138,g,3,44,JEFF,3.2
JEFF,3.2,58,Ce,136,g,3,5,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,79,JEFF,3.2
JEFF,3.2,58,Ce,136,g,3,11,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,811,ENDFB,7.1
JEFF,3.2,53,I,129,g,6,64,JEFF,3.1.1
JEFF,3.2,53,I,127,g,3,715,JEFF,3.1
JEFF,3.2,59,Pr,143,g,3,51,ENDFB,7.0
JEFF,3.2,60,Nd,142,g,3,51,JEFF,3.0
JEFF,3.2,60,Nd,142,g,1,451,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,813,ENDFB,7.0
JEFF,3.2,57,La,138,g,3,45,JEFF,3.2
JEFF,3.2,53,I,129,g,6,65,JEFF,3.1.1
JEFF,3.2,50,Sn,113,g,14,812,ENDFB,7.1
JEFF,3.2,53,I,127,g,3,749,JEFF,3.1
JEFF,3.2,60,Nd,142,g,3,52,JEFF,3.0
JEFF,3.2,56,Ba,133,g,6,42,JEFF,3.2
JEFF,3.2,59,Pr,143,g,3,52,ENDFB,7.0
JEFF,3.2,56,Ba,139,g,3,91,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,814,ENDFB,7.0
JEFF,3.2,59,Pr,143,g,3,53,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,751,JEFF,3.1
JEFF,3.2,53,I,129,g,6,91,JEFF,3.1.1
JEFF,3.2,60,Nd,142,g,3,53,JEFF,3.0
JEFF,3.2,56,Ba,133,g,6,44,JEFF,3.2
JEFF,3.2,56,Ba,133,g,6,41,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,102,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,815,ENDFB,7.0
JEFF,3.2,59,Pr,143,g,3,54,ENDFB,7.0
JEFF,3.2,58,Ce,136,g,3,16,JEFF,3.2
JEFF,3.2,56,Ba,139,g,3,103,JEFF,3.2
JEFF,3.2,56,Ba,133,g,6,45,JEFF,3.2
JEFF,3.2,5,B,11,g,2,151,JEFF,3.0
JEFF,3.2,60,Nd,142,g,3,54,JEFF,3.0
JEFF,3.2,53,I,127,g,3,752,JEFF,3.1
JEFF,3.2,53,I,129,g,6,102,JEFF,3.1.2
JEFF,3.2,58,Ce,136,g,3,17,JEFF,3.2
JEFF,3.2,53,I,129,g,6,111,JEFF,3.1.1
JEFF,3.2,56,Ba,139,g,3,104,JEFF,3.2
JEFF,3.2,59,Pr,143,g,3,55,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,753,JEFF,3.1
JEFF,3.2,60,Nd,142,g,3,55,JEFF,3.0
JEFF,3.2,58,Ce,136,g,3,25,JEFF,3.2
JEFF,3.2,58,Ce,136,g,3,22,JEFF,3.2
JEFF,3.2,58,Ce,136,g,3,24,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,816,ENDFB,7.1
JEFF,3.2,5,B,11,g,3,1,JEFF,3.0
