LIB,VER,Z,SYM,A,M,MF,MT,LIBORIG,VERORIG
JEFF,3.2,52,Te,124,g,33,103,JEFF,3.2
JEFF,3.2,57,La,139,g,3,56,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,12,629,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,2,JEFF,3.2
JEFF,3.2,53,I,129,g,3,105,JEFF,3.1
JEFF,3.2,53,I,126,g,14,71,TENDL,2011
JEFF,3.2,53,I,128,g,12,77,TENDL,2011
JEFF,3.2,58,Ce,140,g,3,57,JEFF,3.0
JEFF,3.2,50,Sn,113,g,12,631,ENDFB,7.0
JEFF,3.2,52,Te,124,g,33,104,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,5,JEFF,3.2
JEFF,3.2,57,La,139,g,3,57,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,11,JEFF,3.2
JEFF,3.2,53,I,126,g,14,72,TENDL,2011
JEFF,3.2,52,Te,124,g,33,105,JEFF,3.2
JEFF,3.2,53,I,128,g,12,78,TENDL,2011
JEFF,3.2,56,Ba,133,g,3,4,JEFF,3.2
JEFF,3.2,58,Ce,140,g,3,58,JEFF,3.0
JEFF,3.2,57,La,139,g,3,58,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,111,JEFF,3.1
JEFF,3.2,53,I,126,g,14,73,TENDL,2011
JEFF,3.2,53,I,129,g,3,107,JEFF,3.1
JEFF,3.2,53,I,128,g,12,79,TENDL,2011
JEFF,3.2,50,Sn,113,g,12,632,ENDFB,7.0
JEFF,3.2,58,Ce,140,g,3,91,JEFF,3.0
JEFF,3.2,53,I,129,g,3,112,JEFF,3.1
JEFF,3.2,50,Sn,113,g,12,633,ENDFB,7.0
JEFF,3.2,52,Te,124,g,33,106,JEFF,3.2
JEFF,3.2,57,La,139,g,3,59,ENDFB,7.0
JEFF,3.2,53,I,126,g,14,74,TENDL,2011
JEFF,3.2,53,I,128,g,14,51,TENDL,2009
JEFF,3.2,58,Ce,140,g,3,102,JEFF,3.0
JEFF,3.2,53,I,129,g,3,115,JEFF,3.1
JEFF,3.2,50,Sn,113,g,12,634,ENDFB,7.0
JEFF,3.2,53,I,128,g,14,52,TENDL,2009
JEFF,3.2,52,Te,124,g,33,112,JEFF,3.2
JEFF,3.2,58,Ce,140,g,3,103,JEFF,3.0
JEFF,3.2,52,Te,124,g,33,107,JEFF,3.2
JEFF,3.2,53,I,126,g,14,75,TENDL,2011
JEFF,3.2,57,La,139,g,3,61,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,116,JEFF,3.1
JEFF,3.2,50,Sn,113,g,12,635,ENDFB,7.0
JEFF,3.2,57,La,139,g,3,91,ENDFB,7.0
JEFF,3.2,52,Te,124,g,33,115,JEFF,3.2
JEFF,3.2,53,I,128,g,14,53,TENDL,2009
JEFF,3.2,58,Ce,140,g,3,104,JEFF,3.0
JEFF,3.2,53,I,129,g,3,117,JEFF,3.1
JEFF,3.2,53,I,126,g,14,76,TENDL,2011
JEFF,3.2,50,Sn,113,g,12,636,ENDFB,7.0
JEFF,3.2,60,Nd,144,g,14,64,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,16,JEFF,3.2
JEFF,3.2,52,Te,124,g,33,116,JEFF,3.2
JEFF,3.2,53,I,128,g,14,54,TENDL,2009
JEFF,3.2,58,Ce,140,g,3,105,JEFF,3.0
JEFF,3.2,53,I,126,g,14,77,TENDL,2011
JEFF,3.2,56,Ba,133,g,3,25,JEFF,3.2
JEFF,3.2,53,I,129,g,3,601,JEFF,3.1
JEFF,3.2,50,Sn,113,g,12,637,ENDFB,7.0
JEFF,3.2,58,Ce,140,g,3,106,JEFF,3.0
JEFF,3.2,56,Ba,133,g,3,17,JEFF,3.2
JEFF,3.2,53,I,128,g,14,55,TENDL,2009
JEFF,3.2,57,La,139,g,3,103,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,12,638,ENDFB,7.0
JEFF,3.2,53,I,126,g,14,78,TENDL,2011
JEFF,3.2,53,I,129,g,3,602,JEFF,3.1
JEFF,3.2,58,Ce,140,g,3,107,JEFF,3.0
JEFF,3.2,52,Te,124,g,34,2,JEFF,3.2
JEFF,3.2,52,Te,124,g,40,16,JEFF,3.2
JEFF,3.2,57,La,139,g,3,104,ENDFB,7.0
JEFF,3.2,53,I,128,g,14,56,TENDL,2009
JEFF,3.2,56,Ba,133,g,3,29,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,24,JEFF,3.2
JEFF,3.2,53,I,126,g,14,79,TENDL,2011
JEFF,3.2,58,Ce,140,g,3,111,JEFF,3.0
JEFF,3.2,50,Sn,113,g,12,639,ENDFB,7.0
JEFF,3.2,52,Te,124,g,40,24,JEFF,3.2
JEFF,3.2,57,La,139,g,3,105,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,603,JEFF,3.1
JEFF,3.2,53,I,128,g,14,57,TENDL,2009
JEFF,3.2,50,Sn,113,g,12,801,ENDFB,7.0
JEFF,3.2,52,Te,124,g,40,32,JEFF,3.2
JEFF,3.2,53,I,129,g,3,604,JEFF,3.1
JEFF,3.2,53,I,128,g,14,58,TENDL,2009
JEFF,3.2,57,La,139,g,3,106,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,12,802,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,605,JEFF,3.1
JEFF,3.2,58,Ce,140,g,4,2,JEFF,3.0
JEFF,3.2,57,La,139,g,3,107,ENDFB,7.0
JEFF,3.2,52,Te,124,g,40,34,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,32,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,28,JEFF,3.2
JEFF,3.2,53,I,126,g,32,151,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,33,JEFF,3.2
JEFF,3.2,58,Ce,140,g,4,51,JEFF,3.0
JEFF,3.2,53,I,128,g,14,59,TENDL,2009
JEFF,3.2,58,Ce,142,g,2,151,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,34,JEFF,3.2
JEFF,3.2,52,Te,124,g,40,41,JEFF,3.2
JEFF,3.2,57,La,139,g,3,102,JEFF,3.1.2
JEFF,3.2,53,I,126,g,33,1,JEFF,3.2
JEFF,3.2,53,I,129,g,3,606,JEFF,3.1
JEFF,3.2,50,Sn,113,g,12,803,ENDFB,7.0
JEFF,3.2,57,La,139,g,4,2,ENDFB,7.0
JEFF,3.2,53,I,128,g,14,61,TENDL,2009
JEFF,3.2,58,Ce,142,g,3,1,ENDFB,7.0
JEFF,3.2,58,Ce,140,g,4,52,JEFF,3.0
JEFF,3.2,52,Te,124,g,40,45,JEFF,3.2
JEFF,3.2,50,Sn,113,g,12,804,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,607,JEFF,3.1
JEFF,3.2,53,I,126,g,33,2,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,37,JEFF,3.2
JEFF,3.2,53,I,128,g,14,62,TENDL,2009
JEFF,3.2,58,Ce,140,g,4,53,JEFF,3.0
JEFF,3.2,57,La,139,g,4,16,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,3,2,ENDFB,7.0
JEFF,3.2,52,Te,124,g,40,103,JEFF,3.2
JEFF,3.2,57,La,139,g,4,17,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,12,805,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,3,JEFF,3.2
JEFF,3.2,53,I,129,g,3,608,JEFF,3.1
JEFF,3.2,58,Ce,140,g,4,54,JEFF,3.0
JEFF,3.2,53,I,128,g,14,63,TENDL,2009
JEFF,3.2,56,Ba,133,g,3,42,JEFF,3.2
JEFF,3.2,53,I,126,g,33,11,JEFF,3.2
JEFF,3.2,52,Te,124,g,40,105,JEFF,3.2
JEFF,3.2,58,Ce,142,g,3,4,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,4,JEFF,3.2
JEFF,3.2,57,La,139,g,4,22,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,609,JEFF,3.1
JEFF,3.2,50,Sn,113,g,12,806,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,611,JEFF,3.1
JEFF,3.2,56,Ba,133,g,3,41,JEFF,3.2
JEFF,3.2,58,Ce,142,g,3,16,ENDFB,7.0
JEFF,3.2,58,Ce,140,g,4,55,JEFF,3.0
JEFF,3.2,53,I,127,g,2,151,JEFF,3.1.1
JEFF,3.2,56,Ba,133,g,3,44,JEFF,3.2
JEFF,3.2,53,I,127,g,3,1,JEFF,3.1
JEFF,3.2,53,I,128,g,14,64,TENDL,2009
JEFF,3.2,52,Te,124,g,40,112,JEFF,3.2
JEFF,3.2,50,Sn,113,g,12,807,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,1,451,JEFF,3.2
JEFF,3.2,57,La,139,g,4,28,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,612,JEFF,3.1
JEFF,3.2,53,I,128,g,14,65,TENDL,2009
JEFF,3.2,58,Ce,140,g,4,56,JEFF,3.0
JEFF,3.2,58,Ce,142,g,3,17,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,12,808,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,3,22,ENDFB,7.0
JEFF,3.2,52,Te,124,g,40,116,JEFF,3.2
JEFF,3.2,53,I,127,g,3,2,JEFF,3.1
JEFF,3.2,56,Ba,133,g,3,45,JEFF,3.2
JEFF,3.2,58,Ce,140,g,4,57,JEFF,3.0
JEFF,3.2,53,I,129,g,3,613,JEFF,3.1
JEFF,3.2,53,I,128,g,14,66,TENDL,2009
JEFF,3.2,53,I,127,g,3,11,JEFF,3.1
JEFF,3.2,57,La,139,g,4,51,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,12,809,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,3,28,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,16,JEFF,3.2
JEFF,3.2,53,I,129,g,3,614,JEFF,3.1
JEFF,3.2,58,Ce,140,g,4,58,JEFF,3.0
JEFF,3.2,53,I,127,g,3,4,JEFF,3.1
JEFF,3.2,57,La,139,g,4,52,ENDFB,7.0
JEFF,3.2,53,I,128,g,14,67,TENDL,2009
JEFF,3.2,58,Ce,142,g,3,32,ENDFB,7.0
JEFF,3.2,53,I,127,g,1,451,JEFF,3.2
JEFF,3.2,53,I,126,g,33,17,JEFF,3.2
JEFF,3.2,53,I,126,g,33,22,JEFF,3.2
JEFF,3.2,50,Sn,113,g,12,811,ENDFB,7.0
JEFF,3.2,58,Ce,140,g,4,91,JEFF,3.0
JEFF,3.2,53,I,129,g,3,615,JEFF,3.1
JEFF,3.2,57,La,139,g,4,53,ENDFB,7.0
JEFF,3.2,53,I,128,g,14,68,TENDL,2009
JEFF,3.2,50,Sn,113,g,12,812,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,51,JEFF,3.2
JEFF,3.2,53,I,126,g,33,24,JEFF,3.2
JEFF,3.2,53,I,126,g,33,25,JEFF,3.2
JEFF,3.2,53,I,127,g,3,16,JEFF,3.1
JEFF,3.2,58,Ce,142,g,3,33,ENDFB,7.0
JEFF,3.2,57,La,139,g,4,54,ENDFB,7.0
JEFF,3.2,58,Ce,140,g,5,91,JEFF,3.0
JEFF,3.2,53,I,129,g,3,649,JEFF,3.1
JEFF,3.2,53,I,128,g,14,69,TENDL,2009
JEFF,3.2,50,Sn,113,g,12,813,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,52,JEFF,3.2
JEFF,3.2,53,I,127,g,3,17,JEFF,3.1
JEFF,3.2,57,La,139,g,4,55,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,3,51,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,651,JEFF,3.1
JEFF,3.2,50,Sn,113,g,12,814,ENDFB,7.0
JEFF,3.2,53,I,128,g,14,71,TENDL,2011
JEFF,3.2,56,Ba,133,g,3,53,JEFF,3.2
JEFF,3.2,53,I,127,g,3,22,JEFF,3.1
JEFF,3.2,53,I,127,g,3,24,JEFF,3.1
JEFF,3.2,57,La,139,g,4,56,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,3,52,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,28,JEFF,3.2
JEFF,3.2,53,I,129,g,3,652,JEFF,3.1
JEFF,3.2,53,I,128,g,14,72,TENDL,2011
JEFF,3.2,56,Ba,133,g,3,54,JEFF,3.2
JEFF,3.2,53,I,127,g,3,25,JEFF,3.1
JEFF,3.2,50,Sn,113,g,12,815,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,653,JEFF,3.1
JEFF,3.2,53,I,128,g,14,73,TENDL,2011
JEFF,3.2,53,I,126,g,33,32,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,55,JEFF,3.2
JEFF,3.2,58,Ce,142,g,3,53,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,12,816,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,34,JEFF,3.2
JEFF,3.2,58,Ce,142,g,3,54,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,654,JEFF,3.1
JEFF,3.2,53,I,126,g,33,33,JEFF,3.2
JEFF,3.2,53,I,128,g,14,74,TENDL,2011
JEFF,3.2,57,La,139,g,4,58,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,56,JEFF,3.2
JEFF,3.2,53,I,127,g,3,28,JEFF,3.1
JEFF,3.2,57,La,139,g,4,59,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,12,817,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,32,JEFF,3.1
JEFF,3.2,58,Ce,142,g,3,55,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,57,JEFF,3.2
JEFF,3.2,53,I,129,g,3,655,JEFF,3.1
JEFF,3.2,53,I,128,g,14,75,TENDL,2011
JEFF,3.2,50,Sn,113,g,14,51,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,42,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,58,JEFF,3.2
JEFF,3.2,53,I,129,g,3,656,JEFF,3.1
JEFF,3.2,53,I,126,g,33,41,JEFF,3.2
JEFF,3.2,57,La,139,g,4,61,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,34,JEFF,3.1
JEFF,3.2,58,Ce,142,g,3,56,ENDFB,7.0
JEFF,3.2,53,I,128,g,14,76,TENDL,2011
JEFF,3.2,53,I,129,g,3,657,JEFF,3.1
JEFF,3.2,53,I,127,g,3,33,JEFF,3.1
JEFF,3.2,58,Ce,142,g,3,57,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,45,JEFF,3.2
JEFF,3.2,57,La,139,g,4,91,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,59,JEFF,3.2
JEFF,3.2,53,I,128,g,14,77,TENDL,2011
JEFF,3.2,58,Ce,142,g,3,58,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,658,JEFF,3.1
JEFF,3.2,53,I,127,g,3,37,JEFF,3.1
JEFF,3.2,57,La,139,g,5,16,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,52,ENDFB,7.1
JEFF,3.2,50,Sn,113,g,14,54,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,3,59,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,61,JEFF,3.2
JEFF,3.2,53,I,128,g,14,78,TENDL,2011
JEFF,3.2,53,I,127,g,3,41,JEFF,3.1
JEFF,3.2,57,La,139,g,5,17,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,659,JEFF,3.1
JEFF,3.2,53,I,126,g,33,51,JEFF,3.2
JEFF,3.2,53,I,128,g,14,79,TENDL,2011
JEFF,3.2,50,Sn,113,g,14,53,ENDFB,7.1
JEFF,3.2,53,I,127,g,3,42,JEFF,3.1
JEFF,3.2,58,Ce,142,g,3,91,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,62,JEFF,3.2
JEFF,3.2,53,I,129,g,3,661,JEFF,3.1
JEFF,3.2,56,Ba,133,g,3,63,JEFF,3.2
JEFF,3.2,57,La,139,g,5,22,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,52,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,64,JEFF,3.2
JEFF,3.2,53,I,127,g,3,44,JEFF,3.1
JEFF,3.2,53,I,129,g,3,662,JEFF,3.1
JEFF,3.2,57,La,138,g,1,451,JEFF,3.2
JEFF,3.2,58,Ce,141,g,2,151,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,55,ENDFB,7.1
JEFF,3.2,57,La,139,g,5,28,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,53,JEFF,3.2
JEFF,3.2,53,I,126,g,33,54,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,65,JEFF,3.2
JEFF,3.2,53,I,128,g,32,151,JEFF,3.2
JEFF,3.2,58,Ce,142,g,3,103,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,1,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,45,JEFF,3.1
JEFF,3.2,53,I,129,g,3,663,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,56,ENDFB,7.1
JEFF,3.2,57,La,139,g,5,91,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,2,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,664,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,58,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,66,JEFF,3.2
JEFF,3.2,53,I,128,g,33,1,JEFF,3.2
JEFF,3.2,58,Ce,142,g,3,104,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,4,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,91,JEFF,3.2
JEFF,3.2,58,Ce,142,g,3,105,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,59,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,665,JEFF,3.1
JEFF,3.2,56,Ba,133,g,3,67,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,68,JEFF,3.2
JEFF,3.2,53,I,128,g,33,2,JEFF,3.2
JEFF,3.2,57,La,139,g,6,102,JEFF,3.1.2
JEFF,3.2,53,I,127,g,3,51,JEFF,3.1
JEFF,3.2,53,I,126,g,33,102,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,16,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,3,107,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,1,451,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,61,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,69,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,71,JEFF,3.2
JEFF,3.2,53,I,128,g,33,3,JEFF,3.2
JEFF,3.2,53,I,127,g,3,52,JEFF,3.1
JEFF,3.2,53,I,129,g,3,699,JEFF,3.1
JEFF,3.2,58,Ce,141,g,3,17,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,3,102,JEFF,3.1.2
JEFF,3.2,53,I,129,g,3,701,JEFF,3.1
JEFF,3.2,58,Ce,142,g,4,2,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,103,JEFF,3.2
JEFF,3.2,53,I,128,g,33,4,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,72,JEFF,3.2
JEFF,3.2,53,I,128,g,33,11,JEFF,3.2
JEFF,3.2,53,I,127,g,3,53,JEFF,3.1
JEFF,3.2,53,I,126,g,33,104,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,22,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,63,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,73,JEFF,3.2
JEFF,3.2,58,Ce,142,g,4,16,ENDFB,7.0
JEFF,3.2,58,Ce,138,g,14,54,TENDL,2009
JEFF,3.2,50,Sn,113,g,14,64,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,54,JEFF,3.1
JEFF,3.2,53,I,126,g,33,105,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,62,ENDFB,7.1
JEFF,3.2,53,I,129,g,3,702,JEFF,3.1
JEFF,3.2,53,I,129,g,3,703,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,65,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,16,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,74,JEFF,3.2
JEFF,3.2,53,I,126,g,33,106,JEFF,3.2
JEFF,3.2,58,Ce,142,g,4,17,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,55,JEFF,3.1
JEFF,3.2,58,Ce,141,g,3,51,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,4,22,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,75,JEFF,3.2
JEFF,3.2,53,I,129,g,3,704,JEFF,3.1
JEFF,3.2,58,Ce,142,g,4,28,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,56,JEFF,3.1
JEFF,3.2,53,I,128,g,33,17,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,66,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,52,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,107,JEFF,3.2
JEFF,3.2,58,Ce,144,g,2,151,JENDL,3.2
JEFF,3.2,53,I,128,g,33,22,JEFF,3.2
JEFF,3.2,53,I,126,g,33,115,JEFF,3.2
JEFF,3.2,53,I,129,g,3,705,JEFF,3.1
JEFF,3.2,56,Ba,133,g,3,76,JEFF,3.2
JEFF,3.2,53,I,126,g,33,112,JEFF,3.2
JEFF,3.2,53,I,127,g,3,57,JEFF,3.1
JEFF,3.2,58,Ce,141,g,3,53,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,4,32,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,706,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,612,ENDFB,7.1
JEFF,3.2,53,I,128,g,33,25,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,77,JEFF,3.2
JEFF,3.2,53,I,128,g,33,24,JEFF,3.2
JEFF,3.2,53,I,127,g,3,58,JEFF,3.1
JEFF,3.2,58,Ce,142,g,4,33,ENDFB,7.0
JEFF,3.2,58,Ce,144,g,3,1,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,54,ENDFB,7.0
JEFF,3.2,53,I,126,g,33,116,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,67,ENDFB,7.1
JEFF,3.2,53,I,129,g,3,707,JEFF,3.1
JEFF,3.2,53,I,126,g,33,117,JEFF,3.2
JEFF,3.2,53,I,127,g,3,59,JEFF,3.1
JEFF,3.2,56,Ba,133,g,3,78,JEFF,3.2
JEFF,3.2,58,Ce,144,g,3,2,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,55,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,61,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,68,ENDFB,7.1
JEFF,3.2,53,I,129,g,3,708,JEFF,3.1
JEFF,3.2,53,I,128,g,33,28,JEFF,3.2
JEFF,3.2,58,Ce,142,g,4,51,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,79,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,56,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,62,JEFF,3.1
JEFF,3.2,58,Ce,144,g,3,4,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,709,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,69,ENDFB,7.1
JEFF,3.2,53,I,128,g,33,32,JEFF,3.2
JEFF,3.2,53,I,126,g,40,11,JEFF,3.2
JEFF,3.2,58,Ce,142,g,4,52,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,71,ENDFB,7.1
JEFF,3.2,53,I,126,g,34,2,JEFF,3.2
JEFF,3.2,58,Ce,144,g,3,16,ENDFB,7.0
JEFF,3.2,53,I,127,g,3,63,JEFF,3.1
JEFF,3.2,58,Ce,144,g,1,451,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,57,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,33,JEFF,3.2
JEFF,3.2,58,Ce,142,g,4,53,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,711,JEFF,3.1
JEFF,3.2,50,Sn,113,g,14,72,ENDFB,7.1
JEFF,3.2,53,I,126,g,40,22,JEFF,3.2
JEFF,3.2,58,Ce,144,g,3,17,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,34,JEFF,3.2
JEFF,3.2,53,I,129,g,3,712,JEFF,3.1
JEFF,3.2,53,I,127,g,3,64,JEFF,3.1
JEFF,3.2,58,Ce,141,g,3,58,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,74,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,91,JEFF,3.2
JEFF,3.2,58,Ce,144,g,3,22,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,73,ENDFB,7.1
JEFF,3.2,58,Ce,142,g,4,54,ENDFB,7.0
JEFF,3.2,53,I,126,g,40,28,JEFF,3.2
JEFF,3.2,53,I,127,g,3,65,JEFF,3.1
JEFF,3.2,58,Ce,141,g,3,59,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,4,55,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,713,JEFF,3.1
JEFF,3.2,53,I,128,g,33,41,JEFF,3.2
JEFF,3.2,58,Ce,144,g,3,28,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,75,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,102,JEFF,3.2
JEFF,3.2,53,I,128,g,33,42,JEFF,3.2
JEFF,3.2,53,I,126,g,40,33,JEFF,3.2
JEFF,3.2,53,I,129,g,3,714,JEFF,3.1
JEFF,3.2,59,Pr,142,g,2,151,JEFF,3.0
JEFF,3.2,56,Ba,133,g,3,104,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,61,ENDFB,7.0
JEFF,3.2,58,Ce,144,g,3,32,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,103,JEFF,3.2
JEFF,3.2,58,Ce,142,g,4,56,ENDFB,7.0
JEFF,3.2,53,I,128,g,33,45,JEFF,3.2
JEFF,3.2,53,I,127,g,3,91,JEFF,3.1
JEFF,3.2,53,I,126,g,40,42,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,62,ENDFB,7.0
JEFF,3.2,53,I,129,g,3,715,JEFF,3.1
JEFF,3.2,58,Ce,142,g,4,57,ENDFB,7.0
JEFF,3.2,59,Pr,142,g,3,1,JEFF,3.0
JEFF,3.2,58,Ce,144,g,3,33,ENDFB,7.0
JEFF,3.2,50,Sn,113,g,14,77,ENDFB,7.0
JEFF,3.2,56,Ba,133,g,3,105,JEFF,3.2
JEFF,3.2,50,Sn,113,g,14,76,ENDFB,7.1
JEFF,3.2,53,I,126,g,40,45,JEFF,3.2
JEFF,3.2,58,Ce,141,g,3,63,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,4,58,ENDFB,7.0
JEFF,3.2,59,Pr,142,g,3,2,JEFF,3.0
JEFF,3.2,53,I,128,g,33,51,JEFF,3.2
JEFF,3.2,56,Ba,133,g,3,106,JEFF,3.2
JEFF,3.2,53,I,129,g,3,749,JEFF,3.1
JEFF,3.2,53,I,127,g,3,103,JEFF,3.1
JEFF,3.2,59,Pr,142,g,1,451,JEFF,3.2
JEFF,3.2,53,I,126,g,40,104,JEFF,3.2
JEFF,3.2,53,I,127,g,3,104,JEFF,3.1
JEFF,3.2,58,Ce,144,g,3,51,ENDFB,7.0
JEFF,3.2,58,Ce,141,g,3,64,ENDFB,7.0
JEFF,3.2,58,Ce,142,g,4,59,ENDFB,7.0
JEFF,3.2,59,Pr,142,g,3,4,JEFF,3.0
JEFF,3.2,53,I,128,g,33,52,JEFF,3.2
